bill_number,bill_name,year,type,category,ministry,introduced_in,introduced_by,introduced_date,passed_ls_date,passed_rs_date,assented_date,status,committee_referred,committee_report_date,act_no,act_year,introduced_file,report_file,gazette_file 
201,"The Food Safety and Standards (Amendment) Bill, 2022 (Amendment of section 3, etc.)",2022,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,"Kathir Anand, Shri Durai Murugan",2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/201 OF 2022 AS12122022115149AM.pdf?source=legislation,,
200,"The Housing Facility for Destitute Senior Citizens, Widows and Orphan Children Bill, 2022.",2022,Private Member,Financial Bill,Housing and Urban Affairs,Lok Sabha,"T. Sumathy (A) Thamizhachi Thangapandian, Dr.",2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/200 OF 2022 AS12122022115054AM.pdf?source=legislation,,
197,"The Reserve Bank of India (Amendment) Bill, 2022 (Amendment of section 7)",2022,Private Member,Ordinary Bill,FINANCE,Lok Sabha,Gopal Chinayya Shetty Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/197 OF 2022 AS12122022115408AM.pdf?source=legislation,,
194,"The Constitution (Amendment) Bill, 2022 (Amendment of article 348)",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Jagdambika Pal  Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/194 OF 2022 AS12122022111117AM.pdf?source=legislation,,
193,"The Special Financial Assistance to the State of Tamil Nadu Bill, 2022.",2022,Private Member,Financial Bill,FINANCE,Lok Sabha,"T. Sumathy (A) Thamizhachi Thangapandian, Dr.",2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/193 OF 2022 AS12122022115123AM.pdf?source=legislation,,
192,"The Aligarh Muslim University (Amendment) Bill, 2022 (Amendment of section 12)",2022,Private Member,Ordinary Bill,EDUCATION,Lok Sabha,E. T. Mohammed Basheer Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/192 OF 2022 AS12122022115518AM.pdf?source=legislation,,
191,"The Micro, Small and Medium Enterprises Development (Amendment) Bill, 2022 (Insertion of new sections 10A and 10B)",2022,Private Member,Ordinary Bill,"MICRO, SMALL AND MEDIUM ENTERPRISES",Lok Sabha,"Kathir Anand, Shri Durai Murugan",2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/191 OF 2022 AS12122022115226AM.pdf?source=legislation,,
189,"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2022.",2022,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,"Kathir Anand, Shri Durai Murugan",2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/189 OF 2022 AS12122022111515AM.pdf?source=legislation,,
180,"The Constitution (Amendment) Bill, 2022 (Insertion of new article 338C).",2022,Private Member,Financial Bill,TEXTILES,Lok Sabha,Sanjeev Kumar Singari Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/180 OF 2022 AS12122022114139AM.pdf?source=legislation,,
179,"The Constitution (Amendment) Bill, 2022 (Amendment of article 324, etc.).",2022,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Manish Tewari Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/179 OF 2022 AS12122022113637AM.pdf?source=legislation,,
171,"The Judicial Standards and Accountability Bill, 2022.",2022,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Sanjeev Kumar Singari Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/171 OF 2022 AS12122022114348AM.pdf?source=legislation,,
167,"The Agricultural and Other Rural Workers (Protection and Welfare) Bill, 2022.",2022,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Ranjeetsingh Naik Nimbalkar Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/167 OF 2022 AS12122022113126AM.pdf?source=legislation,,
166,"The Environment (Protection) Amendment Bill, 2022 (Insertion of new section 3A)",2022,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,M. K. Raghavan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/166 OF 2022 AS12122022112754AM.pdf?source=legislation,,
165,"The All India Institute of Medical Science (Amendment) Bill, 2022 (Insertion of new section 3A)",2022,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,M. K. Raghavan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/165 OF 2022 AS12122022113027AM.pdf?source=legislation,,
160,"The Climate Migrants (Protection and Rehabilitation) Bill, 2022.",2022,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Pradyut Bordoloi Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/160 OF 2022 AS12122022113734AM.pdf?source=legislation,,
153,"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2022 (Amendment of section 86).",2022,Private Member,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,Shashi Tharoor Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/153 OF 2022 AS12122022115003AM.pdf?source=legislation,,
151,"The Sanctions on Countries Engaging Territorial Incursion into India Bill, 2022.",2022,Private Member,Ordinary Bill,EXTERNAL AFFAIRS,Lok Sabha,M. K. Raghavan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/151 OF 2022 AS12122022112912AM.pdf?source=legislation,,
150,"The National Commission for Indian System of Medicine (Amendment) Bill, 2022 (Amendment of section 2, etc.).",2022,Private Member,Ordinary Bill,"AYUSH (Ayurveda,  Yoga and Naturopathy,  Unani, Siddha and Homoeopathy",Lok Sabha,Sanjeev Kumar Singari Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/150 OF 2022 AS12122022114257AM.pdf?source=legislation,,
149,"The Nationalisation of Inter-State Rivers Bill, 2022.",2022,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Ranjeetsingh Naik Nimbalkar Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/149 OF 2022 AS12122022113326AM.pdf?source=legislation,,
146,"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2022 (Amendment of section 21).",2022,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Kuldeep Rai Sharma Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/146 OF 2022 AS12122022114912AM.pdf?source=legislation,,
145,"The Debt Relief Board Bill, 2022.",2022,Private Member,Financial Bill,FINANCE,Lok Sabha,Dean Kuriakose Adv.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/145 OF 2022 AS12122022114536AM.pdf?source=legislation,,
141,"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2022 (Amendment of Schedule I).",2022,Private Member,Financial Bill,RURAL DEVELOPMENT,Lok Sabha,V.K. Sreekandan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/141 OF 2022 AS12122022114818AM.pdf?source=legislation,,
140,"The Indian Penal Code (Amendment) Bill, 2022 (Omission of section 124A, etc.)",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,V.K. Sreekandan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/140 OF 2022 AS12122022114728AM.pdf?source=legislation,,
138,"The Representation of the People (Amendment) Bill, 2022 (Amendment of sections 20 and 20A)",2022,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Dean Kuriakose Adv.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/138 OF 2022 AS12122022114446AM.pdf?source=legislation,,
132,"The Environment (Protection) Amendment Bill, 2022 (Amendment of sections 2 and 3).",2022,Private Member,Ordinary Bill,ENVIRONMENT AND FORESTS,Lok Sabha,V.K. Sreekandan Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/132 OF 2022 AS12122022114625AM.pdf?source=legislation,,
127,"The Single Use Plastic (Regulation) Bill, 2022.",2022,Private Member,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,Ranjeetsingh Naik Nimbalkar Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/127 OF 2022 AS12122022113539AM.pdf?source=legislation,,
126,"The Constitution (Amendment) Bill, 2022 (Amendment of the Tenth Schedule).",2022,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,Dean Kuriakose Adv.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/126 OF 2022 AS12122022113903AM.pdf?source=legislation,,
122,"The Constitution (Amendment) Bill, 2022 (Amendment of article 81, etc.).",2022,Private Member,Financial Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Hibi Eden Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122 of 2022 as intro12122022112629AM.pdf?source=legislation,,
118,"The National Authority for Rehabilitation and Welfare of Persons Living Around Railway Tracks Bill, 2022.",2022,Private Member,Financial Bill,RAILWAYS,Lok Sabha,Alok Kumar Suman Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/118 of 2022 (As introduced)215202325302PM.pdf?source=legislation,,
116,"The Indian Penal Code (Amendment) Bill, 2022 (Amendment of sections 326A and 326B)",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Nishikant  Dubey Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/116 OF 2022 AS12122022111436AM.pdf?source=legislation,,
113,"The Constitution (Amendment) Bill, 2022 (Insertion of new articles 44A and 51A)",2022,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Nishikant  Dubey Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113 OF 2022 AS12122022111323AM.pdf?source=legislation,,
110,"The Constitution (Amendment) Bill, 2022 (Amendment of article 72).",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Lok Sabha,Hibi Eden Shri,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/110 of 2022 As12122022112529AM.pdf?source=legislation,,
100,"The Drugs (Price Control) Bill, 2022",2022,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Alok Kumar Suman Dr.,2022-12-09,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/100 OF 2022 AS12122022111250AM.pdf?source=legislation,,
215,"THE MULTI-STATE CO-OPERATIVE SOCIETIES (AMENDMENT) BILL, 2022",2022,Government,Financial Bill,Co-operation,Lok Sabha,,2022-12-07,2023-07-25,2023-08-01,03/08/2023,Assented,,,11,2023,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/215_2022_LS_Eng.pdf?source=legislation,,
215,"THE MULTI-STATE CO-OPERATIVE SOCIETIES (AMENDMENT) BILL, 2022",2022,Government,Financial Bill,Co-operation,Lok Sabha,,2022-12-07,2023-07-25,2023-08-01,03/08/2023,Passed,,,11,2023,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/215_2022_LS_Eng.pdf?source=legislation,,
187,"THE ELECTRICITY (AMENDMENT) BILL, 2022",2022,Government,Ordinary Bill,POWER,Lok Sabha,,2022-08-08,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/187_2022_LS_ENGLISH.pdf?source=legislation,,
14,"The Right to Water Bill, 2020",2020,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Asaduddin Owaisi Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/14 OF 2020 AS.pdf?source=legislation,,
I,"The Epidemic Diseases (Prevention, Preparedness and Management) Bill, 2021",2021,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,Derek O' Brien Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/1-E_257.pdf?source=legislation,,
84,"The Scheduled Castes and the Scheduled Tribes  (Prevention of Atrocities) Amendment  Bill, 2021  (Amendment of Section 2 and 3)",2021,Private Member,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,Kirit Premjibhai Solanki Dr. (Prof.),2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/84 of 2021 as intro.pdf?source=legislation,,
82,"The National Population Control Commission  Bill, 2021",2021,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Nihal Chand Chauhan Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/82 OF 2021 AS.pdf?source=legislation,,
75,"The Female Farmers Entitlement Bill, 2021",2021,Private Member,Financial Bill,AGRICULTURE & FARMERS WELFARE,Lok Sabha,Rama Devi Smt.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/75 of 2021 as introduced.pdf?source=legislation,,
62,"The Over the Top Platforms Regulatory  Authority Bill, 2021",2021,Private Member,Financial Bill,INFORMATION AND BROADCASTING,Lok Sabha,Manoj Kishorbhai Kotak Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/62 of 2021 AS.pdf?source=legislation,,
61,"The Victims of  Floods caused  by Heavy  Rains, Cyclones and Other Reasons  (Rehabilitation and Welfare) Bill, 2021",2021,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Nishikant  Dubey Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/61 of 2021 AS.pdf?source=legislation,,
49,"The Aroma Board  Bill, 2021",2021,Private Member,Financial Bill,"MICRO, SMALL AND MEDIUM ENTERPRISES",Lok Sabha,Subrat Pathak Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/49 OF 2021 AS.pdf?source=legislation,,
47,"The Unemployment Allowance   for  Graduates Living Below Poverty Line Bill, 2021",2021,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Lok Sabha,Subrat Pathak Shri,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/47 of 2021 AS.pdf?source=legislation,,
37,"The Compulsory Health Insurance for Senior  Citizens, Mentally Retarded Children and  Persons with Disabilities Bill, 2021",2021,Private Member,Financial Bill,HEALTH AND FAMILY WELFARE,Lok Sabha,Alok Kumar Suman Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2021 as.pdf?source=legislation,,
31,"The Constitution (Amendment) Bill, 2021  (Insertion of new article 220A)",2021,Private Member,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,P.P. Chaudhary Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 of 2021 as .pdf?source=legislation,,
21,"The Industrial Employment and  Environmental Protection Bill, 2021",2021,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Lok Sabha,Shrirang Appa Barne Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/21 OF 2021 AS.pdf?source=legislation,,
134,"The Prohibition of  Multi-Digit Lotteries Bill, 2021",2021,Private Member,Financial Bill,HOME AFFAIRS,Lok Sabha,Nishikant  Dubey Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/134 of 2021 AS.pdf?source=legislation,,
123,"The Ancient Monuments and Archeological  Sites and Remains (Amendment) Bill, 2021  (Amendment of section 20I)",2021,Private Member,Ordinary Bill,CULTURE,Lok Sabha,Nihal Chand Chauhan Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/123 of 2021 AS.pdf?source=legislation,,
122,"The Compulsory Periodical Desiltation of  Dams, Reservoirs and Rivers Bill, 2021",2021,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Nishikant  Dubey Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122 of 2021 as introduced.pdf?source=legislation,,
121,"The Flood Control and Management Bill, 2021",2021,Private Member,Financial Bill,WATER RESOURCES,Lok Sabha,Alok Kumar Suman Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121 of 2021 AS.pdf?source=legislation,,
113,"The Special Financial Assistance to the  State of Bihar (For the Welfare of Farmers)  Bill, 2021",2021,Private Member,Financial Bill,FINANCE,Lok Sabha,Alok Kumar Suman Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113 of 2021 as introduced.pdf?source=legislation,,
112,"The Higher and Technical  Education  (Exemption from Payment of Outstanding   Fees and Education Loan) Bill, 2021",2021,Private Member,Financial Bill,EDUCATION,Lok Sabha,Hasmukhbhai Somabhai Patel Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/112 OF 2021 AS.pdf?source=legislation,,
XXXVIII,"The Sal Leaves Collectors and Tradersâ Welfare Bill, 2022",2022,Private Member,Ordinary Bill,TRIBAL AFFAIRS,Rajya Sabha,Sasmit Patra Dr.,2022-08-05,,,,Withdrawn,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/14-E_2571292022123021PM.pdf?source=legislation,,
XXXVII,"The Constitution (Amendment) Bill, 2022 (insertion of new article 3A)",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Rajya Sabha,V. Vijayasai Reddy Shri,2022-08-05,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/5-E_257.pdf?source=legislation,,
XXX,"The Information Technology (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,ELECTRONICS AND INFORMATION TECHNOLOGY,Rajya Sabha,Derek O' Brien Shri,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/2-E_257.pdf?source=legislation,,
XLVIII,"The Bhagat Singh National Urban Employment Guarantee Bill, 2022",2022,Private Member,Ordinary Bill,LABOUR  AND  EMPLOYMENT,Rajya Sabha,Binoy Viswam Shri,2022-08-05,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/18-E_257.pdf?source=legislation,,
XLVII,"The Press Council (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,INFORMATION AND BROADCASTING,Rajya Sabha,V. Vijayasai Reddy Shri,2022-08-05,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/7-E_257.pdf?source=legislation,,
XLVI,"The Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2022",2022,Private Member,Financial Bill,WOMEN AND CHILD DEVELOPMENT,Rajya Sabha,Sasmit Patra Dr.,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/15-E_257.pdf?source=legislation,,
XLV,"The Representation of the People (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,LAW AND JUSTICE,Rajya Sabha,V. Vijayasai Reddy Shri,2022-08-05,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/6-E_257.pdf?source=legislation,,
XLIX,"The Indian Penal Code (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,HOME AFFAIRS,Rajya Sabha,Ashok Bajpai Dr.,2022-08-05,,,,Lapsed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/13-E_257.pdf?source=legislation,,
XLIV,"The All-India Services (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,"PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",Rajya Sabha,Ashok Kumar Mittal Dr.,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/11-E_257.pdf?source=legislation,,
XLIII,"The Constitution (Amendment) Bill, 2022 (amendment of articles 102, 191 etc.)",2022,Private Member,Constitutional Amendment Bill,LAW AND JUSTICE,Rajya Sabha,Raghav Chadha Shri,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/9-E_257.pdf?source=legislation,,
XLII,"The Reserve Bank of India (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,FINANCE,Rajya Sabha,Sandosh Kumar P Shri,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/3-E_257.pdf?source=legislation,,
XL,"The States Reorganization Commission Bill, 2022",2022,Private Member,Financial Bill,HOME AFFAIRS,Rajya Sabha,Sasmit Patra Dr.,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/16-E_257.pdf?source=legislation,,
LV,"The Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production, Supply and Distribution) (Amendment) Bill, 2022",2022,Private Member,Ordinary Bill,HEALTH AND FAMILY WELFARE,Rajya Sabha,Sujeet Kumar Shri,2022-08-05,,,,Removed,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/17-E_257.pdf?source=legislation,,
LIV,"The National Employment Guarantee Bill, 2022",2022,Private Member,Financial Bill,LABOUR  AND  EMPLOYMENT,Rajya Sabha,Sandosh Kumar P Shri,2022-08-05,,,,Pending,,,,,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/4-E_257.pdf?source=legislation,,
